Date,RELIANCE.BO,TCS.BO,HDFCBANK.BO,HINDUNILVR.BO,INFY.BO,KOTAKBANK.BO,ICICIBANK.BO,LT.BO,AXISBANK.BO,SBIN.BO,GOOGL,AAPL,AMZN,MSFT,NVDA,ADBE,NFLX,TSLA,ORCL,CSCO,Sensex
2019-01-22,1226.7091064453125,1834.8658447265625,1055.0784912109375,1723.0885009765625,725.0942993164062,1289.7613525390625,363.8066101074219,1284.3531494140625,660.7943115234375,284.7667236328125,54.20000076293945,36.59408187866211,82.74649810791016,100.66107940673828,39.15349578857422,242.55999755859375,326.6700134277344,19.43400001525879,45.333980560302734,39.190673828125,36108.46875
2019-01-23,1217.718017578125,1814.9754638671875,1042.9178466796875,1738.6463623046875,712.5280151367188,1274.38330078125,362.4756164550781,1284.550537109375,660.3949584960938,281.0391540527344,55.07550048828125,37.80669403076172,83.52850341796875,101.58049774169922,39.72650909423828,244.9499969482422,338.04998779296875,19.80266761779785,45.88682174682617,39.637489318847656,36195.1015625
2019-01-24,1237.289794921875,1836.2174072265625,1039.0372314453125,1731.802978515625,713.8430786132812,1266.14501953125,359.8629455566406,1280.2061767578125,662.9410400390625,282.4615478515625,53.99300003051758,37.45681381225586,81.89450073242188,99.59949493408203,34.23450469970703,241.85000610351562,335.6600036621094,19.7586669921875,45.62883377075195,39.31097412109375,36025.5390625
2019-01-25,1238.1341552734375,1852.9212646484375,1035.107421875,1726.14111328125,711.3103637695312,1263.3489990234375,352.0741271972656,1269.2958984375,666.7352905273438,279.81298828125,53.50299835205078,37.06858825683594,79.69400024414062,97.57109832763672,32.64445114135742,238.27000427246094,328.8999938964844,19.83066749572754,45.71175003051758,39.49141311645508,35656.69921875
2019-01-28,1221.5926513671875,1884.6876220703125,1029.96630859375,1713.9803466796875,709.3621215820312,1259.354736328125,338.6162414550781,1284.1063232421875,654.9532470703125,276.2325744628906,54.89950180053711,39.60165786743164,83.52149963378906,100.8316879272461,34.08071517944336,242.6699981689453,340.6600036621094,20.584667205810547,46.40283203125,40.13585662841797,35592.5
2019-01-29,1203.0145263671875,1914.8125,1017.3856201171875,1724.6640625,708.5340576171875,1249.169189453125,342.0176696777344,1261.9400634765625,659.7958374023438,275.3987731933594,56.294498443603516,39.88683319091797,85.9365005493164,98.9833755493164,35.65835952758789,247.82000732421875,339.5,20.468000411987305,46.28303909301758,40.63423156738281,35591.25
2019-01-30,1187.019287109375,1909.695068359375,1004.7554321289062,1703.5919189453125,706.0986938476562,1219.76123046875,360.1094055175781,1278.9227294921875,689.85009765625,282.0201110839844,55.930999755859375,39.906002044677734,81.3115005493164,97.41943359375,35.90145492553711,247.3800048828125,339.8500061035156,20.81399917602539,46.81746292114258,40.67718505859375,36256.69140625
2019-01-31,1219.1090087890625,1945.1788330078125,1028.7799072265625,1735.249267578125,730.20849609375,1251.4659423828125,359.12347412109375,1296.7938232421875,721.8513793945312,287.75860595703125,57.07099914550781,41.03954315185547,81.66549682617188,100.2250747680664,37.00530242919922,254.74000549316406,351.3399963378906,20.859333038330078,47.02018356323242,40.68578338623047,36469.4296875
2019-02-01,1239.177490234375,1960.7723388671875,1033.9703369140625,1768.7283935546875,736.9786987304688,1256.30908203125,349.5107116699219,1307.8521728515625,715.3113403320312,278.881103515625,57.59349822998047,41.741703033447266,82.94049835205078,101.62788391113281,37.19630813598633,254.82000732421875,355.80999755859375,21.42333221435547,47.21367263793945,40.60844421386719,36582.73828125
2019-02-04,1282.741943359375,1976.607177734375,1041.5584716796875,1775.522705078125,736.1019897460938,1270.98828125,349.6092834472656,1290.7215576171875,718.1071166992188,278.1944580078125,56.144500732421875,41.75608444213867,82.01300048828125,100.49993133544922,37.9528923034668,254.35000610351562,352.19000244140625,21.148000717163086,47.23209762573242,40.797489166259766,36616.80859375
2019-02-05,1281.8974609375,1973.9036865234375,1045.463623046875,1793.2960205078125,734.7381591796875,1277.2791748046875,347.3909606933594,1288.6973876953125,726.6940307617188,279.0773010253906,55.295501708984375,40.96524429321289,80.71849822998047,99.77955627441406,36.568721771240234,253.74000549316406,344.7099914550781,20.500667572021484,46.273834228515625,40.12726974487305,36975.23046875
2019-02-06,1301.3199462890625,2006.2491455078125,1049.4677734375,1800.5335693359375,742.9208984375,1277.2293701171875,353.8487854003906,1295.06591796875,722.7999877929688,282.706787109375,55.11899948120117,41.01338195800781,79.41100311279297,100.1587142944336,36.7547607421875,257.0,347.57000732421875,20.386667251586914,47.02018356323242,40.54829406738281,36971.08984375
2019-02-07,1281.7979736328125,2008.228515625,1046.5264892578125,1808.755615234375,743.602783203125,1281.523193359375,353.7008972167969,1283.7113037109375,728.2416381835938,282.1181945800781,55.10599899291992,40.77751922607422,79.55000305175781,99.76063537597656,36.32810592651367,258.3900146484375,345.7300109863281,20.856000900268555,47.204471588134766,40.8834228515625,36546.48046875
2019-02-08,1269.03173828125,1991.669677734375,1049.5418701171875,1789.5543212890625,740.193359375,1293.705810546875,349.9050598144531,1246.2410888671875,717.1585083007812,279.6167907714844,56.37900161743164,41.128902435302734,81.90049743652344,101.31507110595703,37.498939514160156,261.3699951171875,359.9700012207031,20.78733253479004,47.19525909423828,41.1497688293457,36395.03125
2019-02-11,1245.287353515625,1994.373046875,1056.5615234375,1777.68896484375,741.8980102539062,1302.8426513671875,344.3838806152344,1230.196533203125,709.2705078125,274.46685791015625,56.43149948120117,40.95802307128906,82.0,101.2392578125,37.92312240600586,260.2300109863281,351.7699890136719,20.544666290283203,47.37952423095703,40.814666748046875,36153.62109375
2019-02-12,1248.51611328125,1979.9864501953125,1052.77978515625,1767.349853515625,730.98779296875,1296.7513427734375,339.6021728515625,1228.9130859375,704.77734375,270.1507263183594,56.459999084472656,41.10724639892578,81.13249969482422,101.3245620727539,38.33241653442383,260.1400146484375,359.07000732421875,20.251333236694336,47.434814453125,41.588008880615234,35876.21875
2019-02-14,1217.5194091796875,1974.1934814453125,1042.9178466796875,1754.8935546875,720.6619873046875,1286.5159912109375,338.2711486816406,1211.68359375,693.6942138671875,261.9598693847656,55.98149871826172,41.01578903198242,80.39749908447266,102.57572937011719,39.02947235107422,259.45001220703125,356.8699951171875,20.525333404541016,47.65595626831055,42.47303771972656,35808.94921875
2019-02-15,1235.4022216796875,1960.9171142578125,1038.6419677734375,1745.8839111328125,722.5615844726562,1281.922607421875,337.1866149902344,1227.53076171875,685.5067138671875,257.93804931640625,56.32550048828125,41.13853073120117,81.37899780273438,102.52832794189453,38.85582733154297,257.80999755859375,361.9200134277344,20.375999450683594,47.93238067626953,42.66207504272461,35498.44140625
2019-02-18,1211.806884765625,1903.805419921875,1033.1300048828125,1725.4517822265625,720.9542236328125,1276.33056640625,333.7851867675781,1224.568603515625,691.5474853515625,254.79904174804688,56.02949905395508,41.403282165527344,81.1050033569336,101.99526977539062,39.329612731933594,258.1000061035156,359.9100036621094,20.17066764831543,47.70204162597656,42.64488983154297,35352.609375
2019-02-19,1208.428955078125,1839.2105712890625,1030.337158203125,1712.109375,706.3909912109375,1276.230712890625,338.51763916015625,1239.8726806640625,692.1466064453125,257.4966125488281,55.21049880981445,41.169822692871094,80.97200012207031,104.14653015136719,38.6400146484375,257.760009765625,356.9700012207031,19.415332794189453,48.01531982421875,42.455848693847656,35756.26171875
